best_cell_pnl_share,bootstrap,cost_robustness,degradation,dev_expectancy,dev_max_dd,dev_net_profit,dev_pf,dev_sharpe,dev_trade_class,dev_trades,dev_win_rate,family,generalization,oos_expectancy,oos_max_dd,oos_net_profit,oos_pf,oos_sharpe,oos_trades,parameters,status,validation_expectancy,validation_pf,validation_trades
0.751292761570271,"{""iterations"": 10000, ""pf_ci95"": null, ""expectancy_ci95"": null}",NOT_EVALUATED,NOT_EVALUATED,45.326944997082755,0.001970728902840209,226.63472498541378,11.99401189313365,9.859364860246856,INSUFFICIENT,5,0.6,VOLATILITY_BREAKOUT,CONCENTRATED,,,,,,,"{""compression_ratio"": 0.8, ""expansion_ratio"": 1.2, ""range_window"": 48}",REJECTED_VALIDATION_GATE,-11.26393707027212,0.0,4
